timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1720717200,Jul 11 2024 - 5:00pm,complete,N/A,Elfsborg,Paphos,Dmytro Panchyshyn,N/A,0.00,0.00,1.81,0.00,3,0,3,1,1,0,"9,59,82","",4,5,2,0,2,1,1,1,2,1,13,8,6,0,6,7,14,13,42,58,0.00,0.00,1.71,0.90,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.90,3.70,3.97,1.24,1.77,2.88,5.35,1.70,2.10,Borås Arena (Borås)
1720717200,Jul 11 2024 - 5:00pm,complete,N/A,Paksi SE,Corvinul Hunedoara,Mohammad Usman Aslam,N/A,0.00,0.00,1.50,1.00,0,4,4,2,0,2,"","9,45'2,86,90'3",3,5,2,1,3,0,1,2,0,3,16,18,5,8,8,8,15,11,55,45,0.00,0.00,1.72,1.91,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.40,4.33,6.00,1.25,1.74,2.88,5.30,1.88,1.88,Paksi FC Stadion (Paks)
1720717200,Jul 11 2024 - 5:00pm,complete,N/A,Sheriff,Zira,Alessandro Dudic,N/A,0.00,0.00,0.75,1.50,0,1,1,0,0,0,"","88",3,2,0,0,2,0,0,0,2,0,18,2,2,2,9,0,10,14,53,47,0.00,0.00,1.21,0.56,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.62,3.60,4.60,1.25,1.90,2.95,5.50,1.78,1.92,Bolshaya Sportivnaya Arena (Tiraspol)
1720717200,Jul 11 2024 - 5:00pm,complete,N/A,Ružomberok,Tobol,N/A,N/A,0.00,0.00,0.75,1.50,5,2,7,5,3,2,"11,40,45'2,77,88","8,45",5,10,3,0,5,0,0,3,1,4,11,17,9,8,2,7,7,12,67,33,0.00,0.00,1.69,1.95,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.36,3.43,2.99,1.38,1.91,4.00,8.00,1.67,2.08,Futbalový štadión MFK Ružomberok (Ružomberok)
1720720800,Jul 11 2024 - 6:00pm,complete,N/A,Botev Plovdiv,Maribor,David Dickinson,N/A,0.00,0.00,1.00,0.50,2,1,3,2,1,1,"9,74","19",5,5,3,0,3,0,1,2,2,1,20,15,5,7,13,8,15,5,50,50,0.00,0.00,1.92,1.92,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.30,3.30,2.53,1.44,2.12,4.37,8.75,2.00,1.77,Stadion Hristo Botev (Plovdiv)
1720722600,Jul 11 2024 - 6:30pm,complete,N/A,Wisła Kraków,Llapi,Marc Nagtegaal,N/A,0.00,0.00,1.50,0.00,2,0,2,1,1,0,"2,90'5","",9,3,2,0,4,0,0,2,1,3,19,9,6,4,12,3,12,13,57,43,0.00,0.00,2.11,0.94,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.67,3.40,4.40,1.31,1.93,3.33,6.45,1.84,1.92,Stadion Miejski im. Henryka Reymana (Kraków)
1721313000,Jul 18 2024 - 2:30pm,complete,N/A,Llapi,Wisła Kraków,Trustin Farrugia Cann,N/A,0.00,3.00,0.00,1.50,1,2,3,0,0,0,"74","58,90",10,1,3,0,1,0,2,1,0,1,17,13,5,8,10,5,12,18,71,29,0.94,2.11,1.77,1.70,2.00,0,100,0,0,0,0,100,0,100,12.00,6.00,3.00,3.35,2.25,1.25,1.88,2.90,5.90,1.73,2.00,Stadiumi Zahir Pajaziti (Podujevë (Besiana- Podujevo))
1721314800,Jul 18 2024 - 3:00pm,complete,N/A,Tobol,Ružomberok,Mikkel Redder,N/A,0.00,3.00,1.50,0.75,1,0,1,1,1,0,"8","",5,4,1,0,2,0,1,0,0,2,20,7,10,3,10,4,9,14,79,21,1.95,1.69,2.36,0.98,7.00,100,100,100,100,100,100,100,100,100,15.00,8.00,1.70,4.10,3.95,1.20,1.73,2.55,4.80,1.62,2.20,Ortalyq stadıon (Kostanai / Kustanay (Kostanay))
1721318400,Jul 18 2024 - 4:00pm,complete,N/A,Paphos,Elfsborg,Gal Laibuvitz,N/A,0.00,3.00,0.00,1.81,2,5,7,3,2,1,"25,43","22,47,48,58,85",4,10,1,1,4,0,1,1,4,0,12,20,4,14,7,3,11,14,51,49,0.90,1.71,1.30,2.42,3.00,0,100,100,0,0,0,100,100,100,9.00,5.00,2.20,3.75,2.80,1.20,1.55,2.70,4.90,1.57,2.25,Alphamega Stadium (Kolossi)
1721318400,Jul 18 2024 - 4:00pm,complete,N/A,Zira,Sheriff,Bolat Saryev,N/A,3.00,0.00,1.50,0.75,1,2,3,1,1,0,"5","53,77",4,5,1,1,3,0,1,1,2,1,8,12,3,5,5,7,21,16,37,63,0.56,1.21,1.23,2.06,1.00,0,0,0,0,0,0,0,0,100,5.00,2.00,2.95,3.45,2.25,1.42,2.10,4.33,9.20,2.00,1.73,Liv Bona Dea Arena (Bakı (Baku))
