timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1723835700,Aug 16 2024 - 7:15pm,complete,N/A,Gil Vicente,AVS,N/A,2,0.00,0.00,1.23,0.69,4,2,6,4,2,2,"37,41,90'4,90'6","32,45'3",2,3,1,0,4,1,0,1,1,4,18,11,7,6,8,2,6,13,62,38,0.00,0.00,1.77,1.21,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.23,3.30,2.90,1.33,1.86,3.52,6.95,1.75,2.00,Estádio Cidade de Barcelos (Barcelos)
1723905000,Aug 17 2024 - 2:30pm,complete,N/A,Rio Ave FC,Farense,Carlos André Fernandes Macedo,2,0.00,0.00,1.62,0.77,1,0,1,1,1,0,"32","",7,14,0,0,1,0,0,0,1,0,10,19,4,5,5,7,8,16,51,49,0.00,0.00,1.11,1.40,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.91,3.50,4.00,1.27,1.91,3.20,5.75,1.75,1.95,Estádio do Rio Ave Futebol Clube (Vila do Conde)
1723914000,Aug 17 2024 - 5:00pm,complete,N/A,CD Nacional,Sporting CP,Luis Miguel Branco Godinho,2,0.00,0.00,1.77,2.15,1,6,7,3,1,2,"36","16,41,51,57,66,76",4,3,1,0,1,0,1,0,0,1,12,22,6,11,5,5,9,10,35,65,0.00,0.00,1.18,1.94,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,10.00,6.00,1.28,1.14,1.53,2.15,3.96,2.00,1.75,Estádio da Madeira (Funchal (Ilha da Madeira))
1723923000,Aug 17 2024 - 7:30pm,complete,58926,Benfica,Casa Pia,Iancu Ioan Vasilica,2,0.00,0.00,2.77,1.08,3,0,3,0,0,0,"70,80,90","",12,2,0,0,1,0,0,0,0,1,29,7,9,2,13,3,6,14,63,37,0.00,0.00,2.62,0.62,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.17,6.75,13.00,1.11,1.40,2.07,3.50,2.00,1.77,Estádio do Sport Lisboa e Benfica (da Luz) (Lisboa)
1723991400,Aug 18 2024 - 2:30pm,complete,N/A,Moreirense FC,FC Arouca,Anzhony Francisco Gonçalves Rodrigues,2,0.00,0.00,1.77,1.15,3,1,4,3,2,1,"9,45'2,65","3",6,5,1,0,2,0,0,1,0,2,16,14,7,5,4,6,13,12,43,57,0.00,0.00,1.30,1.12,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.15,3.11,3.20,1.35,2.05,3.70,7.35,1.80,1.95,Parque Desportivo Comendador Joaquim de Almeida Freitas (Moreira de Cónegos)
1724000400,Aug 18 2024 - 5:00pm,complete,N/A,Vitória Guimarães,GD Estoril Praia,André Filipe Domingues Narciso,2,0.00,0.00,2.00,1.08,1,0,1,1,1,0,"32","",9,3,2,0,1,0,2,0,0,1,19,6,7,3,5,2,14,18,60,40,0.00,0.00,1.59,0.75,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.63,3.60,4.78,1.25,1.90,3.04,5.70,1.90,1.84,Estádio Dom Afonso Henriques (Guimarães)
1724009400,Aug 18 2024 - 7:30pm,complete,N/A,Boavista FC,Sporting Braga,António Emanuel Carvalho Nobre,2,0.00,0.00,0.46,2.23,0,1,1,1,0,1,"","40",3,8,3,0,1,0,0,3,0,1,8,14,2,4,3,6,8,9,31,69,0.00,0.00,0.64,1.52,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,5.00,4.20,1.57,1.20,1.67,2.90,5.50,1.78,2.00,Estádio do Bessa Século XXI (Porto)
1724094900,Aug 19 2024 - 7:15pm,complete,N/A,Estrela Amadora,Famalicão,Bruno Vieira,2,0.00,0.00,1.23,1.23,0,3,3,1,0,1,"","36,83,90'3",2,4,3,0,1,0,1,2,0,1,12,15,2,6,8,5,10,16,51,49,0.00,0.00,1.00,1.42,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.26,3.01,2.82,1.39,2.09,3.98,8.00,1.90,1.88,Estádio José Gomes (Amadora)
1724440500,Aug 23 2024 - 7:15pm,complete,N/A,Farense,Sporting CP,Tiago Bruno Lopes Martins,3,0.00,3.00,0.54,2.15,0,5,5,2,0,2,"","27,41,66,69,81",1,5,4,0,1,0,1,3,1,0,7,30,2,10,2,9,18,6,32,68,1.56,1.94,0.44,2.04,5.00,100,100,100,50,50,50,100,100,100,8.00,1.00,14.00,7.50,1.20,1.09,1.40,1.98,3.10,2.01,1.75,Estádio Do Algarve (Almancil)
1724509800,Aug 24 2024 - 2:30pm,complete,N/A,Casa Pia,Santa Clara,Ricardo Baixinho,3,0.00,3.00,1.69,1.54,0,2,2,0,0,0,"","57,90'5",7,1,3,1,4,0,0,4,1,3,11,9,3,5,5,2,12,21,58,42,1.57,1.45,0.97,1.04,3.00,50,50,50,50,50,50,50,50,100,6.00,5.00,2.68,3.20,2.54,1.30,1.95,3.50,6.50,1.80,1.95,Estádio Municipal de Rio Maior (Rio Maior)
1724518800,Aug 24 2024 - 5:00pm,complete,N/A,Porto,Rio Ave FC,Iancu Ioan Vasilica,3,3.00,0.00,2.54,0.62,2,0,2,2,2,0,"1,30","",9,3,0,0,1,1,0,0,2,0,24,0,13,0,9,0,14,15,72,28,1.30,0.71,2.96,0.13,3.50,50,100,100,50,0,50,100,100,100,8.00,2.00,1.23,5.60,11.00,1.20,1.72,2.90,5.00,2.38,1.53,Estádio Do Dragão (Porto)
1724527800,Aug 24 2024 - 7:30pm,complete,N/A,Famalicão,Boavista FC,David Rafael Oliveira Silva,3,3.00,3.00,1.38,0.69,1,0,1,1,1,0,"6","",7,3,1,0,3,0,0,1,3,0,11,7,3,3,3,2,19,16,59,41,1.27,0.80,0.82,0.79,1.50,0,50,0,0,0,0,50,0,100,1.00,4.00,1.68,3.75,4.93,1.27,1.82,3.50,6.50,2.00,1.75,Estádio Municipal 22 de Junho (Vila Nova de Famalicão)
1724527800,Aug 24 2024 - 7:30pm,complete,59490,Benfica,Estrela Amadora,Hélder Miguel Azevedo Malheiro,3,3.00,1.00,2.77,0.54,1,0,1,1,1,0,"19","",12,2,4,0,3,0,2,2,1,2,18,7,10,0,2,5,19,12,58,42,2.62,0.93,2.19,0.42,2.50,50,100,50,0,0,0,0,100,100,16.00,5.00,1.14,7.00,20.00,1.12,1.55,2.20,3.60,2.20,1.62,Estádio do Sport Lisboa e Benfica (da Luz) (Lisboa)
1724596200,Aug 25 2024 - 2:30pm,complete,N/A,FC Arouca,CD Nacional,Sérgio José dos Santos Guelho,3,0.00,1.00,1.08,0.46,1,0,1,1,1,0,"27","",9,3,2,0,6,0,0,2,1,5,11,15,5,2,4,10,17,11,47,53,0.70,0.95,1.17,1.18,1.50,50,50,0,0,0,0,100,0,50,8.00,8.00,1.87,3.60,3.80,1.25,1.80,3.10,6.00,1.75,2.00,Estádio Municipal de Arouca (Arouca)
1724605200,Aug 25 2024 - 5:00pm,complete,N/A,GD Estoril Praia,Gil Vicente,Anzhony Francisco Gonçalves Rodrigues,3,0.00,0.00,1.69,0.54,0,0,0,0,0,0,"","",8,1,4,0,1,0,0,4,0,1,12,13,2,5,7,6,20,7,48,52,0.60,0.36,1.02,1.24,4.00,50,100,100,50,50,50,100,100,100,3.00,9.00,2.50,3.25,2.70,1.36,1.95,3.70,7.50,1.77,1.95,Estádio António Coimbra da Mota (Estoril)
1724614200,Aug 25 2024 - 7:30pm,complete,N/A,AVS,Vitória Guimarães,João Pedro Silva Pinheiro,3,1.00,3.00,1.08,1.15,1,0,1,0,0,0,"74","",3,6,3,0,3,0,1,2,0,3,13,17,3,7,7,7,16,14,35,65,1.62,1.15,1.02,1.86,1.50,50,50,0,0,0,0,100,0,50,9.00,3.00,3.70,3.35,2.01,1.30,1.73,3.28,6.35,1.79,1.98,Estádio Clube Desportivo das Aves (Vila das Aves)
1724614200,Aug 25 2024 - 7:30pm,complete,N/A,Sporting Braga,Moreirense FC,Nuno Miguel Serrano Almeida,3,1.00,3.00,1.85,0.62,3,1,4,1,1,0,"43,56,76","53",6,1,0,0,2,0,0,0,1,1,20,14,6,6,8,4,13,7,67,33,1.72,1.48,1.83,1.27,2.50,100,100,50,0,0,0,50,100,100,17.00,7.00,1.47,4.48,6.65,1.24,1.76,2.98,5.50,1.91,1.83,Estádio Municipal de Braga (Braga)
1725045300,Aug 30 2024 - 7:15pm,complete,N/A,Moreirense FC,Benfica,André Filipe Domingues Narciso,4,3.00,0.00,1.77,2.00,1,1,2,0,0,0,"84","90'7",0,8,4,0,5,0,1,3,2,3,7,16,5,5,1,7,18,9,34,66,1.30,1.22,0.86,1.80,3.00,50,100,50,50,0,50,100,0,100,13.00,5.00,7.25,4.40,1.45,1.22,1.79,3.20,6.50,2.00,1.75,Parque Desportivo Comendador Joaquim de Almeida Freitas (Moreira de Cónegos)
1725114600,Aug 31 2024 - 2:30pm,complete,N/A,Santa Clara,AVS,Miguel Bertolo Nogueira,4,0.00,0.00,1.77,0.69,2,1,3,2,1,1,"24,57","34",3,2,1,0,2,0,0,1,0,2,17,10,6,3,7,6,13,8,52,48,0.55,1.21,1.63,1.09,4.00,50,100,50,50,50,100,100,50,50,5.00,10.00,1.87,3.40,3.90,1.34,2.02,3.62,7.20,1.91,1.91,Estádio de São Miguel (Ponta Delgada- Ilha de São Miguel- Açores)
1725123600,Aug 31 2024 - 5:00pm,complete,N/A,Estrela Amadora,Casa Pia,N/A,4,0.00,0.00,1.23,1.08,0,1,1,0,0,0,"","61",2,7,1,0,1,0,0,1,0,1,15,13,4,6,5,5,8,23,66,34,1.00,0.62,1.20,1.43,3.00,0,100,100,0,0,0,50,100,100,4.00,4.00,2.15,3.20,3.30,1.38,2.28,4.05,7.90,1.96,1.79,Estádio José Gomes (Amadora)
1725123600,Aug 31 2024 - 5:00pm,complete,N/A,Boavista FC,GD Estoril Praia,Gustavo Fernandes Correia,4,0.00,0.00,0.46,1.08,0,0,0,0,0,0,"","",8,3,2,0,5,0,0,2,0,5,20,9,6,2,13,6,12,19,48,52,0.64,0.75,1.92,0.85,1.00,0,0,0,0,0,0,100,0,0,6.00,4.00,2.30,3.10,3.00,1.40,2.12,4.00,8.00,1.90,1.90,Estádio do Bessa Século XXI (Porto)
1725132600,Aug 31 2024 - 7:30pm,complete,N/A,Sporting CP,Porto,Luis Miguel Branco Godinho,4,3.00,3.00,2.62,1.54,2,0,2,0,0,0,"72,90'3","",2,3,1,0,5,0,1,0,1,4,18,10,6,4,8,3,13,18,54,46,2.25,1.23,1.58,0.86,3.00,50,100,50,50,0,100,100,50,50,8.00,5.00,1.87,3.60,3.75,1.23,1.67,2.80,5.15,1.67,2.10,Estádio José Alvalade (Lisboa)
1725201000,Sep 01 2024 - 2:30pm,complete,2038,CD Nacional,Farense,Cláudio Filipe Ruivo Pereira,4,0.00,0.00,1.77,0.77,2,0,2,1,1,0,"43,90'2","",4,4,3,0,3,0,0,3,0,3,18,14,5,0,7,7,19,16,51,49,1.18,1.40,1.36,0.74,4.00,50,50,50,50,50,50,100,50,50,18.00,2.00,2.30,3.40,2.90,1.29,1.85,3.20,6.15,1.72,2.10,Estádio da Madeira (Funchal (Ilha da Madeira))
1725210000,Sep 01 2024 - 5:00pm,complete,N/A,Rio Ave FC,FC Arouca,N/A,4,3.00,0.00,1.62,1.15,1,0,1,1,1,0,"43","",8,8,1,0,3,0,0,1,2,1,15,15,6,4,6,8,16,19,46,54,1.11,1.12,1.34,1.27,2.50,50,50,50,50,0,50,100,0,50,12.00,2.00,2.30,3.40,2.90,1.34,1.95,3.62,7.20,1.82,1.95,Estádio do Rio Ave Futebol Clube (Vila do Conde)
1725219000,Sep 01 2024 - 7:30pm,complete,N/A,Vitória Guimarães,Famalicão,João António Ferreira Gonçalves,4,3.00,3.00,2.00,1.23,2,1,3,2,1,1,"8,90'1","17",5,7,5,0,3,0,2,3,1,2,11,9,6,5,2,3,18,12,49,51,1.59,1.42,1.20,1.17,2.00,0,50,50,0,0,0,100,50,50,13.00,3.00,1.91,3.40,3.90,1.38,2.10,3.85,8.00,1.90,1.80,Estádio Dom Afonso Henriques (Guimarães)
1725219000,Sep 01 2024 - 7:30pm,complete,N/A,Gil Vicente,Sporting Braga,Fábio José Costa Veríssimo,4,3.00,3.00,1.23,2.23,0,0,0,0,0,0,"","",4,5,4,0,1,0,1,3,1,0,12,10,6,3,3,5,9,18,48,52,1.77,1.52,1.24,1.18,3.50,50,50,50,50,50,50,100,50,50,10.00,2.00,4.20,3.80,1.75,1.25,1.70,2.90,5.50,1.70,2.05,Estádio Cidade de Barcelos (Barcelos)
1726254900,Sep 13 2024 - 7:15pm,complete,N/A,FC Arouca,Sporting CP,João Pedro Silva Pinheiro,5,1.50,3.00,1.08,2.15,0,3,3,1,0,1,"","24,73,80",2,8,3,0,0,0,0,3,0,0,7,26,3,8,2,7,14,11,38,62,0.93,1.99,0.64,2.13,3.50,25,50,50,50,50,50,100,50,50,11.50,5.50,12.00,6.25,1.25,1.11,1.40,2.08,3.34,1.95,1.80,Estádio Municipal de Arouca (Arouca)
1726324200,Sep 14 2024 - 2:30pm,complete,1288,Casa Pia,Moreirense FC,David Rafael Oliveira Silva,5,0.00,1.50,1.69,0.62,3,1,4,1,0,1,"58,70,81","35",4,5,5,0,2,0,0,5,0,2,18,14,5,3,5,7,23,10,46,54,1.27,1.37,1.26,1.04,2.50,50,75,50,25,0,0,50,75,100,7.50,6.00,2.70,2.90,2.75,1.50,2.40,4.75,9.50,2.00,1.75,Estádio Municipal de Rio Maior (Rio Maior)
1726333200,Sep 14 2024 - 5:00pm,complete,N/A,AVS,Rio Ave FC,António Emanuel Carvalho Nobre,5,2.00,0.00,1.08,0.62,1,0,1,0,0,0,"72","",4,11,4,0,2,0,1,3,1,1,12,18,4,4,5,6,15,12,38,62,1.32,0.42,1.16,1.27,2.25,50,75,25,25,0,50,75,25,75,5.50,4.00,2.60,3.20,2.70,1.33,2.10,3.66,7.10,1.80,1.95,Estádio Clube Desportivo das Aves (Vila das Aves)
1726342200,Sep 14 2024 - 7:30pm,complete,N/A,Famalicão,Gil Vicente,Hélder Miguel Azevedo Malheiro,5,3.00,0.50,1.38,0.54,1,1,2,1,1,0,"14","49",8,1,1,0,0,0,0,1,0,0,15,9,5,3,5,5,11,16,57,43,1.05,0.80,1.32,1.03,1.50,0,50,25,0,0,0,75,25,50,5.00,4.00,1.85,3.30,4.20,1.38,2.10,4.00,8.00,1.95,1.80,Estádio Municipal 22 de Junho (Vila Nova de Famalicão)
1726342200,Sep 14 2024 - 7:30pm,complete,60145,Benfica,Santa Clara,Cláudio Filipe Ruivo Pereira,5,3.00,3.00,2.77,1.54,4,1,5,3,2,1,"27,34,47,58","1",5,1,1,0,3,0,0,1,1,2,16,8,9,3,5,3,14,7,60,40,2.40,1.25,1.96,0.76,2.75,25,75,50,25,25,25,50,75,75,14.00,5.50,1.22,5.75,11.00,1.18,1.57,2.09,4.33,2.10,1.67,Estádio do Sport Lisboa e Benfica (da Luz) (Lisboa)
1726410600,Sep 15 2024 - 2:30pm,complete,N/A,Porto,Farense,Nuno Miguel Serrano Almeida,5,3.00,0.00,2.54,0.77,2,1,3,0,0,0,"48,75","51",12,0,2,0,3,0,0,2,1,2,27,14,13,7,10,6,7,19,72,28,2.13,1.07,2.89,1.47,2.00,0,75,25,0,0,25,100,25,50,17.00,2.00,1.12,8.50,15.50,1.12,1.37,2.00,3.60,2.38,1.53,Estádio Do Dragão (Porto)
1726419600,Sep 15 2024 - 5:00pm,complete,N/A,GD Estoril Praia,CD Nacional,Bruno Vieira,5,0.50,0.50,1.69,0.46,1,0,1,1,1,0,"19","",3,4,2,0,1,1,1,1,0,2,12,17,4,4,6,11,22,12,52,48,0.81,1.07,1.32,1.51,2.00,50,50,25,25,25,25,75,25,50,7.00,8.50,2.30,3.25,3.01,1.36,2.04,3.75,7.50,1.80,1.95,Estádio António Coimbra da Mota (Estoril)
1726428600,Sep 15 2024 - 7:30pm,complete,N/A,Sporting Braga,Vitória Guimarães,Luis Miguel Branco Godinho,5,2.00,1.50,1.85,1.15,0,2,2,0,0,0,"","52,59",6,4,3,1,3,0,1,3,1,2,7,12,3,5,3,6,20,17,52,48,1.78,1.51,1.04,1.22,2.00,50,50,25,25,0,0,50,50,75,15.00,4.00,1.91,3.50,3.76,1.36,1.91,3.75,7.50,1.95,1.80,Estádio Municipal de Braga (Braga)
1726514100,Sep 16 2024 - 7:15pm,complete,N/A,Estrela Amadora,Boavista FC,Tiago Bruno Lopes Martins,5,0.00,1.50,1.23,0.69,2,2,4,3,1,2,"34,68","23,45'5",9,2,3,0,4,0,3,0,1,3,22,15,4,5,13,6,8,17,67,33,1.10,0.80,1.79,1.29,1.50,0,25,25,0,0,0,50,25,75,4.00,4.00,1.94,3.20,4.00,1.47,2.25,4.75,9.50,2.10,1.67,Estádio José Gomes (Amadora)
1726859700,Sep 20 2024 - 7:15pm,complete,N/A,CD Nacional,Sporting Braga,Hélder Miguel Azevedo Malheiro,6,1.50,2.00,1.77,2.23,0,3,3,0,0,0,"","77,83,85",6,6,3,0,3,0,1,2,2,1,15,18,3,7,7,7,12,17,45,55,1.27,1.35,1.13,1.83,2.50,25,50,25,25,25,25,75,25,50,10.50,3.00,4.10,3.25,1.89,1.25,1.85,3.30,6.50,1.75,2.00,Estádio da Madeira (Funchal (Ilha da Madeira))
1726929000,Sep 21 2024 - 2:30pm,complete,N/A,Rio Ave FC,GD Estoril Praia,N/A,6,3.00,0.50,1.62,1.08,2,2,4,1,1,0,"9,59","64,68",7,4,2,0,2,0,0,2,1,1,20,9,8,5,6,3,15,9,57,43,1.23,0.80,1.77,1.06,0.75,0,0,0,0,0,0,75,0,0,10.50,3.50,1.95,3.20,4.00,1.42,2.15,4.33,8.50,1.95,1.75,Estádio do Rio Ave Futebol Clube (Vila do Conde)
1726929000,Sep 21 2024 - 2:30pm,complete,N/A,Santa Clara,Estrela Amadora,João António Ferreira Gonçalves,6,1.50,0.50,1.77,0.54,1,0,1,0,0,0,"81","",3,8,2,0,3,0,1,1,1,2,9,13,5,6,4,5,17,19,44,56,1.09,0.68,1.15,1.38,2.00,50,75,25,0,0,50,75,25,50,5.50,7.00,1.80,3.30,4.60,1.33,2.25,3.80,8.00,2.00,1.75,Estádio de São Miguel (Ponta Delgada- Ilha de São Miguel- Açores)
1726938000,Sep 21 2024 - 5:00pm,complete,N/A,Vitória Guimarães,Porto,Fábio José Costa Veríssimo,6,3.00,1.50,2.00,1.54,0,3,3,0,0,0,"","47,58,88",5,6,4,0,4,0,3,1,2,2,8,13,2,6,3,4,7,18,47,53,1.40,1.05,0.79,1.36,2.00,25,75,25,0,0,50,75,25,50,9.50,7.50,3.30,3.20,2.15,1.36,2.10,3.60,7.00,1.95,1.80,Estádio Dom Afonso Henriques (Guimarães)
1726947000,Sep 21 2024 - 7:30pm,complete,N/A,Moreirense FC,Famalicão,António Emanuel Carvalho Nobre,6,2.00,1.50,1.77,1.23,0,0,0,0,0,0,"","",4,3,5,0,3,0,2,3,2,1,9,7,4,2,4,2,24,15,42,58,1.08,1.30,1.07,0.66,3.00,75,100,75,25,0,50,75,50,100,8.50,4.50,2.40,3.00,3.00,1.36,2.30,4.50,9.00,1.90,1.87,Parque Desportivo Comendador Joaquim de Almeida Freitas (Moreira de Cónegos)
1727015400,Sep 22 2024 - 2:30pm,complete,N/A,Gil Vicente,Casa Pia,Gustavo Fernandes Correia,6,2.00,1.50,1.23,1.08,1,1,2,1,1,0,"43","85",9,2,2,0,5,0,0,2,2,3,15,11,4,6,6,3,7,24,57,43,1.51,1.03,1.34,1.17,2.50,25,50,50,25,25,25,25,50,75,7.50,3.50,2.15,3.00,3.50,1.45,2.32,4.50,9.00,2.00,1.73,Estádio Cidade de Barcelos (Barcelos)
1727024400,Sep 22 2024 - 5:00pm,complete,N/A,Farense,FC Arouca,Luis Miguel Branco Godinho,6,0.00,0.00,0.54,1.15,0,1,1,1,0,1,"","45'1",10,6,1,0,4,0,1,0,0,4,21,13,4,4,11,3,22,15,47,53,1.00,1.20,1.61,1.07,3.25,50,75,75,50,25,50,100,50,75,9.50,4.50,2.60,3.30,2.55,1.28,1.89,3.10,6.00,1.65,2.10,Estádio de São Lúis (Faro)
